lots
55920493
62790673
37485233
52505873
65570893
51434443
63172573
60427393
54771003
64955783
65538863
63919203
65763273
63379663
62031493
64673033
61809693
61493123
65231693
57881393
65249363
52627963
64768973
37983173
53163763
64493983
46318623
65474273
63513463
64221843
63815203
58722773
63031863
65463883
62931913
64772313
52629413
65541963
65555993
62334323
66005323
66331353
65963783
66650463
66503993
67098053
67117593
67158313
66741723
66134963
39604703
37380523
37444703
38349003
37548783
37536653
42222743
43191853
42661883
68230633
68275583
67281183
69805333
68803803
69095743
67718123
40289813
67492953
67315893
67412533
39045463
67924293
43715073
68491243
68856613
67831083
69216043
41450083
67501663
40068493
68146463
67812923
67475133
68902663
69077853
67532653
41766542
67350353
67852033
67591813
67992783
67896703
43575833
43257613
43566163
67380343
67648343
67637653
42423463
43607623
47266853
47971743
47123683
44149043
48528732
49378243
46578513
49577503
44251343
45951733
45892733
49968553
47856532
48961613
47703263
47703213
49035893
48700283
48966083
47633973
49614033
47543693
49856033
44494203
49033303
46711303
46299553
46702733
47982783
48259803
44057523
49110173
43976123
49248353
46382183
46927053
50034473
47096493
49698473
48263003
50139343
50129763
50400623
50399733
50218153
50138443
50159713
50454163
50478823
50494363
51663033
52245452
52297133
50873963
50550073
52700753
51669253
50558403
51250503
51366273
50648723
52810303
50843203
52322153
52733063
50845853
52776142
52156203
52148303
52388323
51951203
50843503
52813213
52129553
51528233
51366223
52320743
52143083
51884003
51984683
51262773
52786083
51050273
50862933
52401543
51569963
51724093
52936563
52943733
50841803
52881563
52878403
52987383
53048843
52908483
53220613
53117993
53150073
53183233
53051453
55064303
55254833
53943293
53921373
53792183
54153213
55093253
53792413
53993053
53749643
54951733
54281133
54702053
54591123
53768363
54561483
54894923
54889923
54035793
53503233
53860833
54596823
54875633
54853963
54411733
54629793
53729893
54867283
54871623
54966273
53760683
55137663
54868963
55012553
53828973
53337183
53540663
55283143
55501293
55509623
54914913
54230123
54013723
55357003
55394913
55442913
55393113
55405963
55413443
55611583
55833243
56020173
56428203
55626183
56725323
57119423
56728863
56572753
56464833
56327873
56183683
56359643
55839083
56388063
55893062
56843513
56909353
56522823
56565223
56621863
57168013
56220053
56908893
56841013
57070973
57196653
57214023
57272573
57178803
56437433
56091733
56564033
56718263
56684563
56231323
57143893
56413153
56932413
57071203
55784323
56273703
57179753
57199793
57344793
57250583
57385473
57217123
56631423
57265293
58373663
57744123
57783843
57544393
57472913
58058293
58466933
58486833
58210292
57983853
57588383
58454063
57529233
58023983
57420273
57600453
58131593
57522033
58097173
58189263
58661433
57721103
57465963
57669463
58057373
57793513
58014203
57811643
58108933
58749473
57646123
58344193
57781123
57981113
58214393
58015653
58351733
58433723
58505063
58501703
58509233
57608833
57686983
58633973
58539093
58622113
58363843
58119323
59581243
59263203
59627703
59445273
59812333
59228803
59303493
59242453
59899553
59882103
58877543
59429273
59870303
59042753
59108473
58854073
59113763
58926293
59836943
59349543
59619113
59860913
59714753
59057333
59806233
58873693
59375633
58867733
